cancer_type,paper_id,conf_reason,snippet_500
Colon_Cancer,paper_000420,no_site_signal_anywhere,"""
objectives
therapeutic radiographers trs are well placed to deliver health behaviour change advice to those living with and beyond cancer lwbc however there is limited research on the opinions of trs around delivering such advice to those lwbc this study aimed to explore trs™ practices and facilitators in delivering advice on physical activity healthy eating alcohol intake smoking and weight managementsetting and participants fifteen uk based trs took part in a telephone interview using a semi"
Colon_Cancer,paper_000421,weak_site_presence,"""piglet diarrhea is one of the most severe diseases afflictingpiglets leading to their delayed growth and developmentlow feed returns and even death which has seriously damaged the economic development of pig industries globally recently clostridium perfringens the important pathogenic microanism that causes diarrhea in piglets wasdivided into five toxinotypes a b c d and e theclostridium perfringens type c c perfringens type c is agastolerant bacterium widely distributed in nature thatmay cause"
Colon_Cancer,paper_000423,no_site_signal_anywhere,"s studies were published in a language otherthan english and studies that reprocessed data from public databasesquality assessment and data extractiontwo investigators yyw and yjz independently assessed all potentially eligible studies based on thenewcastle""ottawa scale nos s with nos ‰¥ were regarded as highquality studies any discrepancywas resolved by 
discussion
we extracted the following required information first author and publication year patient characteristics country ethnicity sample "
Colon_Cancer,paper_000426,dominant_other_site,"thyroid carcinoma is presently the malignancy with the most rapidly increasing incidence in the worldand is the most widely recognized endocrine carcinoma in the western world thyroid cancers derivedfrom follicular thyroid cells can be sorted into papillary thyroid carcinoma ptc follicular thyroid carcinoma ftc and anaplastic thyroid carcinoma atc according to the histological subtype clinical
results
vary across these subtypesthe annual rate of thyroid cancer has more than doubled within the pa"
Colon_Cancer,paper_000430,no_cancer_signal_anywhere,"previous studies have shown a strong coexistence of colorectal neoplasia crn and cardiovascular diseases cvd this study was aimed to summarize the available evidence on association of cvd risk with early crn detection in asymptomatic populations pubmed web of science and embase were systematically searched for eligible studies published until dec studies exploring the associations of recommended cvd risk assessment 
methods
eg risk scores carotid artery plaque and coronary artery calcium score ["
Colon_Cancer,paper_000432,no_site_signal_anywhere,"materials and methods
results
data were presented as means±standard deviation sd significant differences were analyzed using student™s ttest or oneway anova survival rate was analyzed by the kaplan""meier method and log rank test p005 was considered to be significant
results
linc00173 expression is elevated in gliomathe expression of linc00173 was firstly analyzed through qrtpcr we found that linc00173 level was elevated in glioma tissues compared with normal tissues besides we found that linc001"
Colon_Cancer,paper_000433,weak_site_presence,"pancreatic cancer is a devastating malignancy with a 5year relative survival rate of only "" dependenton the geographical location surveyed [""] with these statistics exhibiting only modest improvementover the last four decades [""] the median survival postdiagnosis ranges from just "" months forlocally advanced disease and "" months for metastatic disease it was estimated by the world healthanisation that pancreatic cancer is currently the 7th leading cause of cancerrelated death being responsible f"
Colon_Cancer,paper_000436,no_site_signal_anywhere,"although autophagy plays a dual role in suppressing or promoting certain cancers the nature of its involvement in breast cancers remainsunclear here we investigated the function of stxbp6 a protein regulating theautophagyassociated snare complex in triple negative breast cancer tnbc
results
we report that stxbp6 is profoundly downregulated in tnbc specimens in association with reduced overall patient survival notably we foundthat stxbp6 promoter was specifically hypermethylated in tnbc specimens"
Colon_Cancer,paper_000438,weak_colon_context,"ulcerative colitis is a type of 'ammatory bowel disease thatcan potentially lead to cancer e age of onset of colitis istypically "" years old and it can seriously threaten thequality of life of patients e immunopathogenesis andimmunosuppressive treatment of colitis are currently theresearch topics of significant interest e research goals areto diagnose and treat colitis in order to prevent exacerbationof the disease e drugs used to treat colitis in the clinicoften have adverse eects after their l"
Colon_Cancer,paper_000440,no_site_signal_anywhere,inanic arsenic ias is the chemical form of as commonlyfound in drinking water atsdr and in some foodscubadda chronic exposure to ias has been associatedwith risk of skin bladder lung and liver cancers iarc aswell as with other diseases naujokas including diabetes maull cardiovascular abhyankar moon saquib states respiratorysanchez and neurological diseases caito andaschner parvez humans and most other mammalian species have developed a mechanism for detoxifying iasthat involves the sequential co
Colon_Cancer,paper_000443,no_site_signal_anywhere,"purpose pancreatic ductal adenocarcinomas exhibit a high degree of desmoplasia due to extensive extracellular matrix deposition encasement of mesenteric vessels by stroma in locally advanced pancreatic cancer lapc prevents surgical resection this study sought to determine if the addition of a monoclonal antibody to connective tissue growth factor pamrevlumab to neoadjuvant chemotherapy would be safe and lead to improved resectability in this surgically adverse patient population
methods
in this "
Colon_Cancer,paper_000446,no_site_signal_anywhere,"""immunotherapy is revolutionising cancer treatment and has already emerged as standard treatment for patients with recurrent or metastatic gastric cancer gc recent research has been focused on identifying robust predictive biomarkers for gc treated with immune checkpoint inhibitors icis the expression of programmed cell death protein ligand1 pd l1 is considered a manifestation of immune response evasion and several studies have already reported the potential of pd l1 expression as a predictive p"
Colon_Cancer,paper_000447,no_site_signal_anywhere,""" immune checkpoint inhibitors that block programmed cell death1 pd1 and programmed cell death ligand1 pd l1 have improved outcomes for many cancer subtypes but do exhibit toxicity in the form of immune related adverse events
objective
the aim of this study was to investigate the emerging toxicities of pd1 and pd l1 inhibitors including acute or reactivation of tuberculosis tb and atypical mycobacterial infection ami
methods
this study was completed as a retrospective review using the us food an"
Colon_Cancer,paper_000350,dominant_other_site,"breast cancer bc is the most common malignancy among women emerging studies have demonstrated that circular rna circrna zinc finger rna binding protein circzfr serves as a crucial regulator in many human cancers however the role and mechanism of circzfr in bc tumorigenesis remain unclear
methods
the levels of circzfr mir578 and hypoxiainducible factor 1α hif1a were detected by quantitative realtime polymerase chain reaction qrtpcr or western blot cell viability colony formation apoptosis migrati"
Colon_Cancer,paper_000353,no_site_signal_anywhere,"nasopharyngeal carcinoma npc is an epithelial malignancy with high morbidity rates in the east and southeast asia the molecular mechanisms of npc remain largely unknown we explored the pathogenesis potential biomarkers and prognostic indicators of npc
methods
we analyzed mrnas long noncoding rnas lncrnas and micrornas mirnas in the whole transcriptome sequencing dataset of our hospital five normal tissues vs five npc tissues and six microarray datasets normal tissues vs npc tissues downloaded fr"
Colon_Cancer,paper_000355,dominant_other_site,""" deregulated circular rnas circrnas are associated with the development of cancer and therapyresistance however functional research of circrnas mostly focus on potential mirna or protein binding and morepotential regulation of circrna on host gene dna in cancers are yet to be inspectedmethod we performed total rna sequencing on clinical breast cancer samples and identified the expressionpatterns of circrnas and corresponding host genes in patient blood tumor and adjacent normal tissues qpcrnort"
Colon_Cancer,paper_000357,no_cancer_signal_anywhere,""" inflammatory bowel disease ibd is the collective term for chronic immunemediated diseases ofunknown multifactorial etiology arising from the interplay between genetic and environmental factors andincluding two main disease manifestations ulcerative colitis uc and crohn™s disease in the last few decadesnaturally occurring alkaloids have gained interest because of their substantial antiinflammatory effects in severalanimal models of disease studies on mouse models of ibd have demonstrated the an"
Colon_Cancer,paper_000362,dominant_other_site,""" it is well established that retrieved lymph node rln counts were positively correlated with betteroverall survival in gastric cancer gc but little is known about the relationship between rln count and shorttermcomplications after radical surgery
methods
a total of consecutive gc patients between january and december at nanjing drumtower hospital were retrospectively analyzed univariate analyses were performed to elucidate the associationbetween rln count and postoperative complications we furt"
Colon_Cancer,paper_000363,dominant_other_site,""" the cell proliferative markers are very important in breast cancer since spag5 and numa proteinsplay a significant role in the mitosis regulatory network and cell division we aimed to study their mrna levels aswell as spag5 gene amplification correlated to clinicopathological status in ductal carcinoma of the breast
methods
spag5 and numa gene expressions were investigated in breast cancer tissues and normal adjacenttissues via realtime pcr pum1 was selected as the reference gene qmf pcr metho"
Colon_Cancer,paper_000365,no_site_signal_anywhere,""" the activation of the nfκb pathway plays a crucial role in the progression of breast cancer bca andalso involved in endocrine therapy resistance on the contrary to the canonical nfκb pathway the effect of thenoncanonical nfκb pathway in bca progression remains elusive
methods
bca tumor tissues and the corresponding cell lines were examined to determine the correlation betweenrelb and the aggressiveness of bca relb was manipulated in bca cells to examine whether relb promotes cellproliferation "
Colon_Cancer,paper_000366,dominant_other_site,""" exosomes are extracellular vesicles containing a variety of biological molecules including micrornasmirnas we have recently demonstrated that certain mirna species are selectively and highly enriched inpancreatic cancer exosomes with mir1246 being the most abundant exosome mirnas have been shown tomediate intercellular communication in the tumor microenvironment and promote cancer progression thereforeunderstanding how exosomes selectively enrich specific mirnas to initiate exosome mirna signa"
Colon_Cancer,paper_000367,no_cancer_signal_anywhere,""" fasassociated factor faf1 has been implicated in parkinson™s disease pd and activates the celldeath machinery in the cytosol however the presence of extracellular faf1 has not been studied
methods
serumfree conditioned medium cm from faf1transfected shsy5y cells was concentrated andanalyzed by western blotting exosomes were isolated from cm by ultracentrifugation and analyzed by westernblotting electron microscopy and nanop tracking analysis soluble faf1 from cm was immunodepleted usingantifaf"
Colon_Cancer,paper_000369,weak_colon_context,""" exercise has been extensively utilised as an effective therapy for overweight and obesityassociatedchanges that are linked to health complications several preclinical rodent studies have shown that treadmillexercise alongside an unhealthy diet improves metabolic health and microbiome composition furthermorechronic exercise has been shown to alter hypothalamic and adipose tissue gene expression in dietinduced obesityhowever limited work has investigated whether treadmill exercise commenced foll"
Colon_Cancer,paper_000371,no_site_signal_anywhere,""" in head and neck cancer hnc the relationship between a delay in starting radiotherapy rt andthe outcome is unclear the aim of the present study was to determine the impact of the amount of time beforetreatment intervention tti and the growth kinetics of individual tumors on treatment outcomes and survival
methods
two hundred sixtytwo hnc patients with primary tumors treated with definitive chemo rt wereretrospectively analyzed the tti was defined as the time interval between the date of histop"
Colon_Cancer,paper_000372,no_site_signal_anywhere,"""purpose to assess the efficacy and safety of recombinant human endostatin in combination with radiotherapy rtor concurrent chemoradiotherapy ccrt in patients with locally advanced nonsmall cell lung cancer lansclc
methods
we searched eligible literature in available databases using combinations of the following search termslung cancer endostatin or endostar radiotherapy or radiation therapy or chemoradiotherapy the inclusion criteriawere prospective or retrospective including singlearm studies "
Colon_Cancer,paper_000376,no_site_signal_anywhere,"""as metastasis is a major cause of death in cancer patients new antimetastatic strategies are needed to improvecancer therapy outcomes numerous pathways have been shown to contribute to migration and invasion ofmalignant tumors aspartate hydroxylase asph is a key player in the malignant transformation of solid tumorsby enhancing cell proliferation migration and invasion asph also promotes tumor growth by stimulation ofangiogenesis and immunosuppression these effects are mainly achieved via the a"
Colon_Cancer,paper_000378,dominant_other_site,""" ovarian cancer is the leading cause of cancerrelated death among women complete cytoreductivesurgery followed by platinumtaxene chemotherapy has been the gold standard for a long time variouscompounds have been assessed in an attempt to combine them with conventional chemotherapy to improvesurvival rates or even overcome chemoresistance many studies have shown that an antidiabetic drug metforminhas cytotoxic activity in different cancer models however the synergism of metformin as a neoadjuvan"
Colon_Cancer,paper_000379,dominant_other_site,""" ovarian cancer is the second most common gynecologic cancer with high mortality rate andgenerally diagnosed in advanced stages the 5year diseasefree survival is below micrornas subset of thenoncoding rna molecules regulate the translation in post transcriptional level by binding to specific mrnas topromote or degrade the target oncogenes or tumor suppressor genes abnormal expression of mirnas were foundin numerous human cancer including ovarian cancer investigating the mirnas derived from the "
Colon_Cancer,paper_000380,weak_colon_context,""" postmortem studies can provide important information for understanding new diseases and smallautopsy case series have already reported different findings in covid19 patients
methods
we evaluated whether some specific postmortem features are observed in these patients and if thesechanges are related to the presence of the virus in different ans complete macroscopic and microscopicautopsies were performed on different ans in covid19 nonsurvivors presence of sarscov2 was evaluatedwith immunohisto"
Colon_Cancer,paper_000381,no_cancer_signal_anywhere,gastrointestinal nematodes could release excretorysecretory es proteins into the host environment to ensure their survival these es proteins act as immunomodulators to suppress or subvert the host immune response via the impairment of immune cell functions especially in chronic infections in our preliminary study haemonchus contortus adhesionregulating molecule hcadrm1 was identified from h contortus es proteins hcesps that interacted with host t cells via liquid chromatographytandem mass spectr
Colon_Cancer,paper_000382,no_site_signal_anywhere,"objective
this study aimed to test the hypothesis that levobupivacaine has anti'tumour effects on breast cancer cells
results
colony formation and transwell assay were used to determine breast cancer cells proliferation flow cytom'etry annexin v and pi staining was used to investigate breast cancer cells apoptosis the effects of levobupivacaine on cellular signalling and molecular response were studied with quantitative polymerase chain reaction and western blot induction of apoptosis was confir"
Colon_Cancer,paper_000384,dominant_other_site,"objectives
paired box protein8 pax8 immunohistochemical expression can be used as a diagnostic marker for epithelial cells tumors this study aimed at investigating the immunohistochemical expression of pax8 among sudanese females diagnosed with cervical endometrial and ovarian cancers between december and may by studying their formalinfixed paraffin embedded blocks
results
sixty patients diagnosed with female reproductive tract cancers were included who aged ± years range "" cervix was the most c"
Colon_Cancer,paper_000385,no_site_signal_anywhere,""" the widely recognized anticancer potential of aspirin has created a broad interest to explore theclinical benefits of aspirin in cancer therapy however the current understanding of the molecular mechanismsinvolved in the anticancer potential of aspirin remains limited
methods
cancer stemness assays which contained aldh side population chemoresistance sphere formationand tumorigenesis were performed to validate aspirin function in vitro and in vivo histone modification assay wasperformed to che"
Colon_Cancer,paper_000390,no_cancer_signal_anywhere,""" variability in the health effects of dietary fiber might arise from interindividual differences in the gutmicrobiota™s ability to ferment these substrates into beneficial metabolites our understanding of what drives thisindividuality is vastly incomplete and will require an ecological perspective as microbiomes function as complexinterconnected communities here we performed a parallel twoarm exploratory randomized controlled trial in adults with overweight and classi obesity to characterize th"
Colon_Cancer,paper_000396,dominant_other_site,"""protein phosphatase 2a pp2a is a serinethreonine phosphatase that serves as a key regulator of cellularphysiology in the context of apoptosis mitosis and dna damage responses canonically pp2a functions as atumor suppressor gene however recent evidence suggests that inhibiting pp2a activity in tumor cells mayrepresent a viable approach to enhancing tumor sensitivity to chemoradiotherapy as such inhibition can cause cellsto enter a disordered mitotic state that renders them more susceptible to ce"
Colon_Cancer,paper_000397,no_cancer_signal_anywhere,there is currently a major human pandemic caused by the novelsevere acute respiratory syndrome sars coronavirus2 sarscov2 that leads to coronavirusinduced disease covid191 itis primarily a viralinduced 'ammatory disease of the airwaysand lungs that causes severe respiratory issues sarscov2 usesthe angiotensin converting enzymeii receptor ace2 to bindand infect cells leading to internalization and proliferation23'ammatoryinnate and adaptive immune responses areinduced to clear the virus but also 
Colon_Cancer,paper_000399,no_site_signal_anywhere,n6methyladenosine m6a regulators are involved in the progression of various cancers via regulating m6amodification however the potential role and mechanism of the m6a modification in osteosarcoma remains obscurein this study wtap was found to be highly expressed in osteosarcoma tissue and it was an independent prognosticfactor for overall survival in osteosarcoma functionally wtap as an oncogene was involved in the proliferation andmetastasis of osteosarcoma in vitro and vivo mechanistically m6a
Colon_Cancer,paper_000302,no_cancer_signal_anywhere,""" apolipoprotein l1 apol1 is a trypanosome lytic factor present in human and certain other primatesapol1 gene variants present in individuals of recent subsaharan african descent increase risk for glomerulardisease and associate with the disease progression but the molecular mechanisms have not been defined
objectives
we focus on the mechanism how apol1 variant proteins enhance podocyte injury in the stressedkidney
methods
first we investigated the expression of apol1 protein isoform and the loc"
Colon_Cancer,paper_000305,no_site_signal_anywhere,""" the centers for medicare and medicaid services cms created a new reimbursement modelœbundled payment for care improvement bpci which reimburses providers a predetermined payment in advanceto cover all possible services rendered within a certain time window chordoma and chondrosarcoma are locallyaggressive malignant primary bony tumors treatment includes surgical resection and radiotherapy with substantialrisk for recurrence which necessitates monitoring and further treatment we assessed the f"
Colon_Cancer,paper_000306,no_cancer_signal_anywhere,""" medical practice variation in caesarean section rates is the most studied type of practice variation inthe field of obstetrics and gynaecology this has not resulted in increased homogeneity of treatment betweengeographic areas or healthcare providers our study aim was to evaluate whether current study designs on medicalpractice variation of caesarean section rates were optimized to identify the unwarranted share of practice variationand could contribute to the reduction of unwarranted practice"
Colon_Cancer,paper_000308,no_site_signal_anywhere,""" patients who have undergone radical cystectomy for urinary bladder cancer are not sufficientlyphysically active and therefore may suffer complications leading to readmissions a physical rehabilitationprogramme early postoperatively might prevent or at least alleviate these potential complications and improvephysical function the main aim of the canmore trial is to evaluate the impact of a standardised and individuallyadapted exercise intervention in primary health care to improve physical func"
Colon_Cancer,paper_000309,no_site_signal_anywhere,""" nlr plr and lmr have been associated with pancreatic ductal adenocarcinoma pdac survivalprognostic value and optimal cutpoints were evaluated to identify underlying significance in surgical pdac patients
methods
nlr plr and lmr preoperative values were available for pdac patients who underwent resectionbetween and os rfs and survival probability estimates were calculated by univariate multivariable andkaplanmeier analyses continuous and dichotomized ratio analysis determined bestfit cutpoints "
Colon_Cancer,paper_000310,no_site_signal_anywhere,""" tumor microenvironment tme plays an important role in malignant tumors our study aimed toinvestigate the effect of the tme and related genes in osteosarcoma patients
methods
gene expression profiles and clinical data of osteosarcoma patients were downloaded from the targetdataset estimate algorithm was used to quantify the immune score then the association between immune scoreand prognosis was studied afterward a differential analysis was performed based on the high and lowimmunescores to dete"
Colon_Cancer,paper_000316,dominant_other_site,""" gastric neoplasms containing neuroendocrine carcinoma nec components are rare malignancieswith highly aggressive behavior and a poor prognosis and include pure nec and mixed tumors containing neccomponents we aimed to investigate whether there is a distinct difference in overall survival os between gastricneoplasms containing nec components and gastric adenocarcinoma
methods
surgically resected gastric neoplasms containing nec components n and gastricadenocarcinomas n from january to december "
Colon_Cancer,paper_000317,no_site_signal_anywhere,""" the ampactivated protein kinase ampk is an evolutionarily conserved regulator of cellular energyhomeostasis as a nexus for transducing metabolic signals ampk cooperates with other energysensing pathwaysto modulate cellular responses to metabolic stressors with metabolic reprogramming being a hallmark of cancerthe utility of agents targeting ampk has received continued scrutiny and 
results
have demonstrated conflictingeffects of ampk activation in tumorigenesis harnessing multiomics datasets f"
Colon_Cancer,paper_000321,no_site_signal_anywhere,""" to improve the postoperative prognosis of patients with lung cancer predicting the recurrence highrisk patients is needed for the efficient application of adjuvant chemotherapy however predicting lung cancerrecurrence after a radical surgery is difficult even with conventional histopathological prognostic factors thereby anovel predictor should be identified as lipid metabolism alterations are known to contribute to cancer progressionwe hypothesized that lung adenocarcinomas with high recurren"
Colon_Cancer,paper_000322,no_site_signal_anywhere,""" clinical trials have been conducted to clarify the beneficial effects of vd3 1α25dihydroxy vitamind3 also known as calcitriol treatment in prostate cancer however the molecular mechanisms underlying theseeffects are not fully understood recent studies on igfbp3 have indicated its intracellular functions in cell growthand apoptosis the aim of this study was to confirm the benefits of lowdose vd3 treatment and clarify themolecular mechanisms underlying these beneficial effects in prostate cancer"
Colon_Cancer,paper_000323,no_site_signal_anywhere,""" microwave ablation mwa is widely used to treat unresectable primary and secondary malignanciesof the liver and a limited number of studies indicate that ablation can cause not only necrosis at the in situ site butalso an immunoreaction of the whole body this study aimed to investigate the effects of mwa on cytokines inpatients who underwent mwa for a hepatic malignancy
methods
patients admitted to the oncology department in the first affiliated hospital of soochow universitybetween june and fe"
Colon_Cancer,paper_000324,no_cancer_signal_anywhere,""" the diagnostic gold standard of hirschsprung™s disease hd is based on the histopathological assessmentof colorectal biopsies although data on cholinergic innervation and ganglion cell gc distribution exist only few studieshave examined these two key features together we assessed the pattern of cholinergic innervation and the amount ofgcs in colorectal specimens of hd patients
methods
we established a semiquantitative score for cholinergic innervation using acetylcholinesterase ache enzymehisto"
Colon_Cancer,paper_000326,no_site_signal_anywhere,"ovarian cancer is a silent and largely asymptomatic cancer leading to late diagnosis and worseprognosis the latestage detection and low survival rates makes the study of the spacetime evolution of ovariancancer particularly relevant in addition research of this cancer in small areas like provinces or counties is still scarce
methods
the study presented here covers all ovarian cancer deaths for women over years of age in the provincesof spain during the period spatiotemporal models have been fitt"
Colon_Cancer,paper_000328,no_cancer_signal_anywhere,""" child maltreatment leads to enormous adverse short and longterm health outcomes the aim ofthis study is to estimate the burden of disease and the cost of illness attributable to child maltreatment in japan
methods
an incidencebased topdown cost of illness analysis was conducted to estimate medical costs andburden of disease attributable to child maltreatment based on a societal perspective the assessment includedshortterm and longterm medical costs and burden of disease measured by disabilitya"
Colon_Cancer,paper_000329,dominant_other_site,""" mirnas regulate a multitude of cellular processes and their aberrant regulation is linked to humancancer however the role of mir4255p in lung cancer lca is still largely unclear here we explored the role ofmir4255p during lca tumorigenesis
methods
cell proliferation was evaluated by cell counting kit8 and colony formation assay western blot and realtime pcr were accordingly used to detect the relevant proteins mirna and gene expression luciferase reporterassays were used to illustrate the inte"
Colon_Cancer,paper_000331,dominant_other_site,""" oral administration is the most common way to deliver drugs to the systemic circulation or targetans orally administered drugs are absorbed in the intestine and metabolized in the intestine and liver in theearly stages of drug development it is important to predict firstpass metabolism accurately to select candidatedrugs with high bioavailability the caco2 cell line derived from colorectal cancer is widely used as an intestinalmodel to assess drug membrane permeability however because the expr"
Colon_Cancer,paper_000332,no_site_signal_anywhere,""" while the impact of family caregiving has been welldocumented many of such studies center oninvestigating external factors such as socioeconomic status accessibility to resources and availability of socialsupport as the primary causation of caregiver wellbeing outcomes this paper explores the motivations that drivefamily caregivers in supporting their family members at the endoflife and critically examines how internalappraisal processes of such motivations can both positively and negatively i"
Colon_Cancer,paper_000333,dominant_other_site,""" a critical barrier to improving the quality of endoflife eol cancer care is our lack of understanding of themechanisms underlying variation in eol treatment intensity this study aims to fill this gap by identifying anizational and provider practice norms at major us cancer centers and how these norms influence providerdecision making heuristics and patient expectations for eol care particularly for minority patients with advanced cancer
methods
this is a multicenter qualitative case study at s"
Colon_Cancer,paper_000334,no_site_signal_anywhere,""" atopic dermatitis ad is a worldwide chronic skin disease which burden public health sea buckthornsbt hippophae rhamnoides l elaeagnaceae oil as a traditional herbal medicine has been used for diseasetreatment for many years the effects of sbt oil on ad mouse model induced by repeated administration of dinitrochlorobenzene dncb in balbc mice was evaluated in this study
methods
mice were divided into four groups including the normal control group ad model group ad modelgroup treated with sbt oil"
Colon_Cancer,paper_000337,no_site_signal_anywhere,""" many suggest that shared decisionmaking sdm is the most effective approach to clinical counseling itis unclear if this applies to surgical decisionmakingespecially regarding urgent highlymorbid operations in thisscoping review we identify s that address patient and surgeon p
references
toward sdm in surgery
methods
we used the preferred reporting items for systematic reviews and metaanalyses extension for scopingreviews prismascr to develop our protocol medline embase and cochrane databases we"
Colon_Cancer,paper_000338,no_cancer_signal_anywhere,""" the development of a safe effective reversible nonhormonal contraceptive method for men hasbeen an ongoing effort for the past few decades however despite significant progress on elucidating the functionof key proteins involved in reproduction understanding male reproductive physiology is limited by incompleteinformation on the genes expressed in reproductive tissues and no contraceptive targets have so far reachedclinical trials to advance product development further identification of novel r"
Colon_Cancer,paper_000340,no_site_signal_anywhere,""" tumor mutational burden tmb has both prognostic value in resected nonsmall cell lung cancernsclc patients and predictive value for immunotherapy response however tmb evaluation by wholeexomesequencing wes is expensive and timeconsuming hampering its application in clinical practice in our study weaimed to construct a mutational burden estimation model with a small set of genes that could precisely estimatewestmb and at the same time has prognostic and predictive value for nsclc patients
method"
Colon_Cancer,paper_000341,dominant_other_site,"cancer is a complex and heterogeneous disease with many possible genetic and environmentalcauses the same treatment for patients of the same cancer type often 
results
in different outcomes in terms ofefficacy and side effects of the treatment thus the molecular characterization of individual cancer patients isincreasingly important to find an effective treatment recently a few 
methods
have been developed to constructcancer samplespecific gene networks based on the difference in the mrna expres"
Colon_Cancer,paper_000342,no_cancer_signal_anywhere,lipases are very versatile enzymes and produced the attention of the several industrial processes lipase can be achieved from several sources animal vegetable and microbiological the uses of microbial lipase market is estimated to be usd million in and it is projected to reach usd million by growing at a cagr of from microbial lipases ec catalyze the hydrolysis of long chain triglycerides the microbial origins of lipase enzymes are logically dynamic and proficient also have an extensive range of
Colon_Cancer,paper_000343,no_site_signal_anywhere,"recently extensive evidence has clarified the crucial role of circular rnas circrnas as a protumor or anticancer participant in human malignancies a new circrna derived from oxysterol binding protein like osbpl10 circosbpl10 has not been researched in cervical cancer cc yet
methods
the expression of molecules was analyzed by rtqpcr or western blot several functional assays were applied to explore the biological influence of circosbpl10 on cc the interaction between rnas was estimated via lucifer"
Colon_Cancer,paper_000344,dominant_other_site,"the 
introduction
of combined conventional cytostatics and pathway'specific inhibitors has opened new treatment options for several cancer types including hematologic neoplasia such as leukaemias as the detailed understanding of the combination'induced molecular effects is often lacking the identification of combination'induced molecular mechanisms bears significant value for the further development of interventional approaches
methods
combined application of conventional cytostatic agents cytar"
